"simulation_id","simulation_key","simulation_seed","design_seed","design_group","anchor_set_id","success_status","run_started","run_finished","runtime_seconds","total_time","warnings","error_message","completed","stop_reason","simulated_time","lac_0","mu_0","gam_0","laa_0","K_0","K_1","mu_1","laa_1","lambda0","fixed_qgain","fixed_qloss","fixed_transprob","fixed_alpha","cap_max_events","cap_max_matrix_cells","cap_max_species_per_guild","cap_max_runtime_s","events_immigration_plant","events_extinction_plant","events_cladogenesis_plant","events_anagenesis_plant","events_immigration_animal","events_extinction_animal","events_cladogenesis_animal","events_anagenesis_animal","events_cospeciation","events_link_gain","events_link_loss","hazard_immigration_plant","hazard_extinction_plant","hazard_cladogenesis_plant","hazard_anagenesis_plant","hazard_immigration_animal","hazard_extinction_animal","hazard_cladogenesis_animal","hazard_anagenesis_animal","hazard_cospeciation","hazard_link_gain","hazard_link_loss","mu1d_all_weight","mu1d_all_mean","mu1d_all_sd","mu1d_all_min","mu1d_all_max","mu1d_all_frac_inactive","mu1d_all_frac_informative","mu1d_all_frac_strong","mu1d_plant_weight","mu1d_plant_mean","mu1d_plant_sd","mu1d_plant_min","mu1d_plant_max","mu1d_plant_frac_inactive","mu1d_plant_frac_informative","mu1d_plant_frac_strong","mu1d_animal_weight","mu1d_animal_mean","mu1d_animal_sd","mu1d_animal_min","mu1d_animal_max","mu1d_animal_frac_inactive","mu1d_animal_frac_informative","mu1d_animal_frac_strong","laa1D_all_weight","laa1D_all_mean","laa1D_all_sd","laa1D_all_min","laa1D_all_max","laa1D_all_frac_inactive","laa1D_all_frac_informative","laa1D_all_frac_strong","laa1D_over_laa0_all_weight","laa1D_over_laa0_all_mean","laa1D_over_laa0_all_sd","laa1D_over_laa0_all_min","laa1D_over_laa0_all_max","laa1D_over_laa0_all_frac_inactive","laa1D_over_laa0_all_frac_informative","laa1D_over_laa0_all_frac_strong","K1d_over_K0_all_weight","K1d_over_K0_all_mean","K1d_over_K0_all_sd","K1d_over_K0_all_min","K1d_over_K0_all_max","K1d_over_K0_all_frac_inactive","K1d_over_K0_all_frac_informative","K1d_over_K0_all_frac_strong","K1d_over_K0_immigration_weight","K1d_over_K0_immigration_mean","K1d_over_K0_immigration_sd","K1d_over_K0_immigration_min","K1d_over_K0_immigration_max","K1d_over_K0_immigration_frac_inactive","K1d_over_K0_immigration_frac_informative","K1d_over_K0_immigration_frac_strong","n_events","max_richness_p","max_richness_a","max_rows_Mt","max_cols_Mt","max_matrix_cells_observed","final_D_median","final_D_p90","final_D_max","final_D_nonzero_fraction","elapsed_s","result_file_bytes"
613,"sim_0613",64998877,20260730,"broad_lhs",,"completed","2026-08-05 02:22:37.151070 +0200","2026-08-05 02:22:39.479997 +0200",2.329,10,,,TRUE,"completed",10,0.194808346083924,0.515546066971387,0.0348713965280204,0.152572550631674,66.6611957369579,3.86344214012964,0.0730358754798733,0.228943146983187,1.06878355538375,0.001,0.001,1,100,20000,4e+06,1500,25200,8,8,2,2,43,42,4,10,0,0,0,10.3467088145987,7.28201264214519,0.61732040751765,1.18482566451899,39.6174786269514,37.9723637865349,2.59200197214218,7.3167787175372,0.879940888271056,0.117410771405996,0.515520414455399,88.4193566312999,0.00762283705693805,0.0273268350687462,0,0.21910762643962,0.981641574023648,0.018358425976352,0,14.4426829823235,0.0233338344788365,0.0473005606144539,0,0.21910762643962,0.928984837967999,0.0710151620320005,0,73.9766736489763,0.00455553294730372,0.0199535825836585,0,0.146071750959747,0.991921903054719,0.00807809694528123,0,55.7217163038713,0,0,0,0,1,0,0,55.7217163038713,0,0,0,0,1,0,0,88.4193566312999,0.00604897389121713,0.0216847494739498,0,0.173869164695512,0.981641574023648,0.018358425976352,0,7470,0.00397773251150778,0.0171428066436102,0,0.347738329391025,0.992331491184627,0.00766850881537263,0,119,3,12,141,630,88830,0,0,0,0,1.359,1808
614,"sim_0614",65103606,20260730,"broad_lhs",,"completed","2026-08-05 02:22:37.913047 +0200","2026-08-05 02:22:42.957551 +0200",5.044,10,,,TRUE,"completed",10,0.198515623928609,0.0419937914668366,0.0965216850423247,0.281695072341491,105.353735742366,26.4694363815073,0.0368067344674512,0.210337294654196,0.157723322078055,0.001,0.001,1,100,20000,4e+06,1500,25200,48,7,26,19,109,18,32,60,7,21,8,53.2298672146872,9.94796180298023,32.0799956207058,23.0261988568611,117.222006088439,25.1911892793695,35.5166802271604,65.4772687760674,3.60728417373877,24.6147716119683,11.3084775276565,955.477350767146,0.150595616065656,0.200205136578246,0,1.25142897189334,0.568919096676843,0.431080903323157,0,294.936830227838,0.243934777769876,0.231037362732307,0,1.25142897189334,0.352271462120034,0.647728537879965,0,660.540520539308,0.108918904897823,0.168873415529232,0,0.993781830621183,0.665654065426942,0.334345934573058,0,314.181809774926,0,0,0,0,1,0,0,314.181809774926,0,0,0,0,1,0,0,955.477350767146,1.02796847297767,1.36660398162521,0,8.54227741076054,0.344160904996377,0.596101363451794,0.0597377315518294,7470,0.289161971364838,0.641208194074642,0,8.54227741076054,0.626994278162841,0.365492988330254,0.00751273350690567,355,70,126,220,750,165000,0,0,0,0,4.018,1896
615,"sim_0615",65208335,20260730,"broad_lhs",,"completed","2026-08-05 02:22:38.136771 +0200","2026-08-05 02:22:39.664557 +0200",1.528,10,,,TRUE,"completed",10,0.103268151420647,0.150822332310992,0.032679808125034,0.0748724876133826,44.5501935331979,0.62433850749119,0.0150038061580128,0.202521098547343,1.49407244859909,0.001,0.001,1,100,20000,4e+06,1500,25200,6,3,0,1,10,6,0,2,0,0,0,4.12538272006519,3.66411603483599,0.224738319943371,1.20973263839596,17.6320761659909,5.13941760772144,0.29548651704475,1.79307990454814,0.206014791676482,0.101302293767552,0.366256087831219,58.4249642588377,0.000943942299174271,0.00364303447924794,0,0.0150038061580128,1,0,0,24.3216229632729,0.00113376058774822,0.00396551522728608,0,0.0150038061580128,1,0,0,34.1033412955648,0.000808568794091067,0.00338789402980416,0,0.0150038061580128,1,0,0,40.1056868639073,0,0,0,0,1,0,0,40.1056868639073,0,0,0,0,1,0,0,58.4249642588377,0.000881687187928237,0.00340276818651255,0,0.01401427149864,1,0,0,7470,0.000685040406314452,0.0030814793747811,0,0.0280285429972799,1,0,0,28,5,7,136,614,83504,0,0,0,0,0.583,1720
616,"sim_0616",65313064,20260730,"broad_lhs",,"completed","2026-08-05 02:22:39.011027 +0200","2026-08-05 02:22:41.341794 +0200",2.331,10,,,TRUE,"completed",10,0.0538297102894714,0.175242692888049,0.152792309345143,0.5229691765668,44.782915695736,0.424660155536382,0.0367083769304127,0.0937053685710351,1.07632996702038,0.001,0.001,1,100,20000,4e+06,1500,25200,13,6,0,7,40,24,0,23,2,1,0,17.3339883897002,7.79612606906766,0.193718513048262,8.7236504398347,35.5935351571334,25.1765055919369,0.262853829576204,25.048936763048,1.21613870420803,0.694464037434833,1.140937048529,190.949038164468,0.0151783990901447,0.0297679560344259,0,0.183541884652064,0.972298930522349,0.0277010694776516,0,45.8740508749888,0.0315897620970701,0.0428483857136377,0,0.183541884652064,0.915350419619207,0.0846495803807937,0,145.07498728948,0.00998897453410202,0.0217642659646395,0,0.110125130791238,0.990306575639096,0.00969342436090415,0,64.5785425148643,0,0,0,0,1,0,0,64.5785425148643,0,0,0,0,1,0,0,190.949038164468,0.00392093762705596,0.00768976347259923,0,0.0474131874777434,1,0,0,7470,0.00136488427170698,0.00442108705433577,0,0.0379305499821947,1,0,0,116,10,20,146,639,93294,0,0,0,0,1.363,1832
617,"sim_0617",65417793,20260730,"broad_lhs",,"completed","2026-08-05 02:22:41.297934 +0200","2026-08-05 02:22:43.595852 +0200",2.298,10,,,TRUE,"completed",10,0.0462797810790999,0.457840386821711,0.143600432403961,0.0438073255399813,43.0022827228117,6.64514706347435,0.0423917272523865,0.0188884558268668,0.884504867128151,0.001,0.001,1,100,20000,4e+06,1500,25200,16,13,0,3,50,39,1,4,1,0,1,18.2285814179025,11.9006552064963,0.135051281225601,0.998153246957343,52.6730200890423,37.0432321601347,0.222789708842299,3.12025871493525,0.936010724859163,0.222340813718441,0.890683591758443,108.788047838481,0.0179508306797157,0.0305256629117141,0,0.12717518175716,0.987339510747534,0.0126604892524665,0,26.9364135606792,0.036248994735811,0.0347048568339278,0,0.12717518175716,0.970921523627499,0.029078476372501,0,81.8516342778014,0.011929119338641,0.0263752866198875,0,0.12717518175716,0.992742477894142,0.00725752210585827,0,94.0119468862319,0,0,0,0,1,0,0,94.0119468862319,0,0,0,0,1,0,0,108.788047838481,0.0654359670080459,0.111274865594203,0,0.46359030098297,0.701079571654616,0.298920428345384,0,7470,0.0181508578208427,0.0612804806535545,0,0.618120401310627,0.906711140023171,0.0932888599768278,0,128,6,16,140,620,86800,0,0,0,0,1.351,1820
618,"sim_0618",65522522,20260730,"broad_lhs",,"completed","2026-08-05 02:22:46.983502 +0200","2026-08-05 02:22:48.718596 +0200",1.735,10,,,TRUE,"completed",10,0.170848114713749,0.057031929891501,0.126501965792049,0.0463636383612368,41.6517805708779,0.557581158536897,0.133033642416772,0.211175120015525,0.309553518835803,0.001,0.001,1,100,20000,4e+06,1500,25200,10,4,1,3,27,8,1,8,1,1,0,11.805686147753,2.2461015567874,0.489241145306724,1.33095942199317,27.6271739549953,6.79559908933873,0.539988520627028,4.51526344498016,0.225987226652719,0.651927933074815,1.34397527599582,169.881914701441,0.0770955766621692,0.13334808270707,0,0.66516821208386,0.629623191071234,0.370376808928766,0,44.6801794743397,0.146565483089687,0.211963227624801,0,0.66516821208386,0.571987822864522,0.428012177135478,0,125.201735227101,0.0523041639743425,0.0758756863077164,0,0.266067284833544,0.650191265394441,0.349808734605559,0,126.094997580284,0,0,0,0,1,0,0,126.094997580284,0,0,0,0,1,0,0,169.881914701441,0.00775786999113371,0.0134183715071169,0,0.0669336521626097,1,0,0,7470,0.00241997100547278,0.00685411008212262,0,0.0803203825951316,1,0,0,64,8,21,142,624,88608,0,0,0,0,0.838,1816
619,"sim_0619",65627251,20260730,"broad_lhs",,"completed","2026-08-05 02:22:46.809546 +0200","2026-08-05 02:22:56.269120 +0200",9.46,10,,,TRUE,"completed",10,0.0544756220878806,0.083047819829196,0.142776381103031,0.20543615101477,103.554436157458,28.5956990094256,0.0272973162599101,0.133170301927797,1.29567719074328,0.001,0.001,1,100,20000,4e+06,1500,25200,67,20,22,25,175,60,32,80,35,55,57,66.8128025424359,28.7793322602629,23.6759789741923,26.6218176147208,186.108763958456,60.0555742562531,33.9603306460698,66.4806925786357,28.7424134751419,57.8326163722428,64.6813604182344,1644.66715433875,0.540738220498683,0.529701916229037,0,2.86621820729056,0.236820067874551,0.76317993212545,0,600.067627870451,0.741028468329379,0.698759953021311,0,2.86621820729056,0.205238270965248,0.794761729034751,0,1044.5995264683,0.425681980421976,0.353552679551774,0,1.58324434307479,0.254962153405953,0.745037846594046,0,448.268651689448,0.00225740471898256,0.0174832942776132,0,0.266340603855594,0.98333468555195,0.0166653144480502,0,448.268651689448,0.0109883518934322,0.085103299449746,0,1.29646414489359,0.98333468555195,0.0166653144480502,0,1644.66715433875,5.47014860683996,5.35850452078001,0,28.9948794798536,0.0671393034215101,0.388094285589026,0.544766410989465,7469.99999999999,1.1106581486253,2.46447643816228,0,28.9948794798536,0.43227722535885,0.470319517290251,0.0974032573508995,628,94,164,274,826,226324,0,0,0,0,8.529,1952
620,"sim_0620",65731980,20260730,"broad_lhs",,"completed","2026-08-05 02:22:47.902641 +0200","2026-08-05 02:22:49.571628 +0200",1.669,10,,,TRUE,"completed",10,0.18125436227654,0.0345875754148201,0.0275400566405882,0.142193113206064,50.1945004091288,4.54171585862798,0.14168809611943,0.145068885230058,0.0546768167623046,0.001,0.001,1,100,20000,4e+06,1500,25200,6,0,2,3,19,5,1,6,0,0,3,4.66595409726381,0.856681071591945,0.604251759962217,1.26035902971528,17.4187461425959,2.17928126285145,1.02767510100256,6.58090880031254,0.062043356675315,0.282857220466071,0.579705191941749,91.8677904478305,0.0508743747408926,0.106542685700518,0,0.42506428835829,0.795469536112925,0.204530463887075,0,26.8218157077263,0.087125279824259,0.124573238486993,0,0.28337619223886,0.653195999264015,0.346804000735985,0,65.0459747401042,0.0359262538268885,0.0941683826979399,0,0.42506428835829,0.85413626531016,0.145863734689839,0,55.1452011509473,0,0,0,0,1,0,0,55.1452011509473,0,0,0,0,1,0,0,91.8677904478305,0.0324884913075518,0.068038401177287,0,0.271447020387237,0.858591391417743,0.141408608582257,0,7470,0.00693923240502859,0.0292941172615399,0,0.271447020387237,0.986648481396113,0.0133515186038875,0,45,8,15,142,620,88040,0,0,0,0,0.742,1848
621,"sim_0621",65836709,20260730,"broad_lhs",,"completed","2026-08-05 02:22:45.807409 +0200","2026-08-05 02:22:48.470947 +0200",2.664,10,,,TRUE,"completed",10,0.102425604222725,0.580739430517933,0.0398795652660594,0.376086829729069,86.578182805371,2.6130141643563,0.0904279298935219,0.015910660165375,0.174468028846924,0.001,0.001,1,100,20000,4e+06,1500,25200,14,12,0,8,68,60,1,19,1,2,1,16.4299560697578,16.8610350515921,0.924137965624478,5.53248554224954,65.8538230504536,59.6804012452315,2.81194178382253,24.9077627559162,0.400257243003837,0.324924886427743,0.746915281164961,133.314847436409,0.0119038149229028,0.031220009127736,0,0.180855859787044,0.997557086348863,0.00244291365113675,0,29.7899597818847,0.0266357403967203,0.0433352716331494,0,0.180855859787044,0.989067569641378,0.0109324303586224,0,103.524887654524,0.00766460754661193,0.0251862737427116,0,0.0904279298935219,1,0,0,80.9394158261132,0,0,0,0,1,0,0,80.9394158261132,0,0,0,0,1,0,0,133.314847436409,0.00397298453728877,0.0104199044022319,0,0.0603619544713798,1,0,0,7470,0.00295880763849801,0.0104272352239592,0,0.150904886178449,0.999814305263568,0.000185694736432307,0,186,6,18,145,635,92075,0,0,0,0,1.752,1804
622,"sim_0622",65941438,20260730,"broad_lhs",,"completed","2026-08-05 02:22:50.520365 +0200","2026-08-05 02:22:54.332216 +0200",3.811,10,,,TRUE,"completed",10,0.0463732780458947,0.334743231859979,0.088169570223414,0.0335424736061965,110.580330208172,0.585828088003214,0.016884161014089,0.0740726679705161,0.059335445508848,0.001,0.001,1,100,20000,4e+06,1500,25200,39,31,2,1,153,114,4,11,1,0,3,45.5856817287496,22.7386913463031,1.20086682061033,1.9375250315866,149.21425088446,108.575082776671,4.0097877966424,9.45274527150922,0.645403984684283,2.4330499377456,2.01708202833847,393.661108738231,0.00355057135425386,0.00913963595216153,0,0.067536644056356,1,0,0,68.6153126589846,0.0101852035777815,0.0161288284321193,0,0.067536644056356,1,0,0,325.045796079247,0.00215003835279416,0.00591598499330923,0,0.033768322028178,1,0,0,339.577528980797,0,0,0,0,1,0,0,339.577528980797,0,0,0,0,1,0,0,393.661108738231,0.00111406637836423,0.00286775285126804,0,0.0211910413687631,1,0,0,7469.99999999999,0.00144850597091235,0.00362876841455998,0,0.0423820827375262,1,0,0,359,12,43,142,633,89886,0,0,0,0,2.894,1772
623,"sim_0623",66046167,20260730,"broad_lhs",,"completed","2026-08-05 02:22:49.625689 +0200","2026-08-05 02:22:51.485027 +0200",1.859,10,,,TRUE,"completed",10,0.656191359438808,0.120088367633729,0.0787251125987993,0.0725966409055498,48.3373777165388,0.278511607771056,0.00517618127263059,0.248444739805353,1.2092373016342,0.001,0.001,1,100,20000,4e+06,1500,25200,8,7,2,1,26,14,6,3,1,0,0,11.7916412958562,3.53098818641284,2.09603072432528,1.27733210940601,29.3409313571468,15.4380768013649,4.41091156794943,5.31263002060692,1.29930590527926,0.405246061882247,1.63330908187913,158.187507377316,0.00144966383614369,0.00331611179578923,0,0.0155285438178918,1,0,0,29.5171903884005,0.00388449418384895,0.00581194954918164,0,0.0155285438178918,1,0,0,128.670316988915,0.000891109597539745,0.00202444149521674,0,0.0103523625452612,1,0,0,90.7750282631762,0,0,0,0,1,0,0,90.7750282631762,0,0,0,0,1,0,0,158.187507377316,0.00161368232372878,0.00369130473904102,0,0.0172854809835348,1,0,0,7470,0.00120643030224384,0.00291813015652459,0,0.0288091349725579,1,0,0,68,5,19,142,629,89318,0,0,0,0,0.873,1768
624,"sim_0624",66150896,20260730,"broad_lhs",,"completed","2026-08-05 02:22:49.763388 +0200","2026-08-05 02:22:51.379992 +0200",1.616,10,,,TRUE,"completed",10,0.0414973037158281,0.456097725300761,0.0184198470476821,0.0348213998049827,64.5483806510973,7.24711720866913,0.0222194769915757,0.0377970471187857,0.270709554384662,0.001,0.001,1,100,20000,4e+06,1500,25200,5,5,0,0,21,16,0,1,0,0,0,5.29791287683686,2.25664686979028,0.0414139719984044,0.172286767753145,21.9922844722434,15.5385190093883,0.269565606587573,1.18002647638764,0,0.0143213433658518,0.167266142806643,39.0161250364581,0,0,0,0,1,0,0,4.94772664849884,0,0,0,0,1,0,0,34.0683983879593,0,0,0,0,1,0,0,38.8356944785222,0,0,0,0,1,0,0,38.8356944785222,0,0,0,0,1,0,0,39.0161250364581,0,0,0,0,1,0,0,7470,0.00251401216080662,0.0177202344777079,0,0.224548381712065,0.979118268621408,0.0208817313785923,0,48,3,6,135,613,82755,0,0,0,0,0.701,1624
625,"sim_0625",66255625,20260730,"broad_lhs",,"completed","2026-08-05 02:22:50.683826 +0200","2026-08-05 02:22:53.103482 +0200",2.419,10,,,TRUE,"completed",10,0.751745257054495,0.274887480938374,0.0342014754370022,0.65161051899209,58.8322967866643,0.451735990693815,0.0348822330732395,0.0179315136190659,0.411814968613505,0.001,0.001,1,100,20000,4e+06,1500,25200,6,8,7,6,35,31,12,23,2,0,1,7.33167701707865,12.080158666072,4.89157327768503,2.17842046854553,24.6148048589609,33.1309805351733,9.41623847078788,16.9154572378747,2.1359886875139,0.708916988708072,1.7832450967414,168.427315869194,0.0251199470881989,0.0530350940189943,0,0.279057864585916,0.849459466730051,0.150540533269948,0,45.9521724682288,0.0460357479917489,0.0531672633124601,0,0.174411165366198,0.721730166116681,0.27826983388332,0,122.475143400966,0.0172724242052537,0.0508107650716743,0,0.279057864585916,0.897382977477178,0.102617022522823,0,29.302592806443,0,0,0,0,1,0,0,29.302592806443,0,0,0,0,1,0,0,168.427315869194,0.00552946776157357,0.0116742221462648,0,0.0614269393332557,1,0,0,7470,0.00166215625501421,0.00595088715149416,0,0.0614269393332557,1,0,0,131,12,23,159,663,105417,0,0,0,0,1.487,1824
626,"sim_0626",66360354,20260730,"broad_lhs",,"completed","2026-08-05 02:22:50.800514 +0200","2026-08-05 02:22:52.316695 +0200",1.516,10,,,TRUE,"completed",10,0.59248759911036,0.0305417288664753,0.0120217122857744,0.6353506622726,48.9157175050634,5.77919108539443,0.0503503913105931,0.243639059853223,0.184427466375254,0.001,0.001,1,100,20000,4e+06,1500,25200,4,1,0,3,10,1,5,6,0,0,1,1.97926374463193,0.58038652956637,1.29976137798737,3.17213777088055,7.28471088764455,1.79517090718367,2.94885267002181,4.9859475785431,0.00966669775731959,0.162804118072092,0.276478699056047,77.8622212415865,0.00107340640493984,0.00727284203141054,0,0.0503503913105931,1,0,0,19.0438216115791,0.00219435491174587,0.010279661229925,0,0.0503503913105931,1,0,0,58.8183996300074,0.000710473317102312,0.00593867301655194,0,0.0503503913105931,1,0,0,12.8402877872871,0,0,0,0,1,0,0,12.8402877872871,0,0,0,0,1,0,0,77.8622212415865,0.00251872039249983,0.0170655358973476,0,0.118145892162293,0.978681269857102,0.0213187301428977,0,7470,0.00438592759652881,0.0243837701139072,0,0.35443767648688,0.966085645128347,0.0339143548716531,0,31,4,13,138,628,86664,0,0,0,0,0.599,1792
627,"sim_0627",66465083,20260730,"broad_lhs",,"completed","2026-08-05 02:22:49.745658 +0200","2026-08-05 02:22:51.286874 +0200",1.542,10,,,TRUE,"completed",10,0.10947298921767,0.0492418034236509,0.0441515943417442,0.365666530522613,40.0505082808849,0.561633000233126,0.122055378306224,0.00534489609443376,0.170950308925229,0.001,0.001,1,100,20000,4e+06,1500,25200,5,0,0,4,11,2,0,9,0,1,0,4.08462708132408,1.35956661772404,0.195303574617846,3.93480294105931,14.0179659307096,3.12250537919826,0.317266864993885,14.6785347572664,0.0366362880046167,0.217729502735104,0.405862677827274,92.2344748074676,0.0140715060185419,0.041712713794275,0,0.244110756612448,0.892111163607028,0.107888836392972,0,28.2118978708664,0.0230023157837711,0.0547648878261103,0,0.244110756612448,0.83573201731969,0.16426798268031,0,64.0225769366012,0.0101360959638939,0.033681220079326,0,0.122055378306224,0.916954942055372,0.083045057944628,0,50.9024921469389,0,0,0,0,1,0,0,50.9024921469389,0,0,0,0,1,0,0,92.2344748074676,0.00161669555981184,0.00479243366630732,0,0.0280462358327262,1,0,0,7470,0.000762623002699563,0.00336723879856291,0,0.0420693537490893,1,0,0,32,5,10,139,621,86319,0,0,0,0,0.609,1808
628,"sim_0628",66569812,20260730,"broad_lhs",,"completed","2026-08-05 02:22:49.304039 +0200","2026-08-05 02:22:52.647680 +0200",3.344,10,,,TRUE,"completed",10,0.043655802960781,0.0396076757698822,0.183599147018131,0.422107331445263,58.5596760494841,8.06428428276053,0.0238591917871868,0.0303237769004449,0.730331326586673,0.001,0.001,1,100,20000,4e+06,1500,25200,36,7,1,25,60,15,0,50,4,6,13,26.1384852882907,7.80026587302443,1.29773369230019,23.9257197294789,63.9509745531206,12.566364146567,0.864101017478026,37.1886654203442,2.12962099159644,7.53424031636913,6.74620165924884,535.88851432862,0.0427554801706041,0.0548966078905339,0,0.310169493233428,0.868822741797703,0.131177258202297,0,207.766689666642,0.0551391822837289,0.0575545225037564,0,0.310169493233428,0.836395269961508,0.163604730038492,0,328.121824661978,0.0349141218686616,0.0516313021086425,0,0.286310301446242,0.889355812051732,0.110644187948269,0,144.565412985772,0.000638219427529838,0.00435268876629928,0,0.0303237769004449,1,0,0,144.565412985772,0.00151198375385858,0.0103118056523586,0,0.0718390197029239,1,0,0,535.88851432862,0.2467761722659,0.316852359312809,0,1.79023694713233,0.371677271916851,0.62832272808315,0,7470,0.111027850703035,0.201715879504215,0,1.79023694713233,0.561484590144063,0.438515409855936,0,217,33,48,170,670,113900,0,0,0,0,2.418,1908
629,"sim_0629",66674541,20260730,"broad_lhs",,"completed","2026-08-05 02:22:49.462705 +0200","2026-08-05 02:22:54.856610 +0200",5.394,10,,,TRUE,"completed",10,0.0492664990047954,0.100150489594398,0.0303653771217462,0.544509974958612,114.384535429751,0.356284249966404,0.0834462035682973,0.217311554608556,0.929270149209236,0.001,0.001,1,100,20000,4e+06,1500,25200,11,11,4,8,54,24,2,39,68,14,40,11.9388848637994,8.22986242241154,3.21499608320271,7.01925028428197,33.6403580037698,31.3572372341595,2.1637576822248,45.9391141966855,68.1206603233041,21.4930965657998,37.0012537084698,873.197168309327,1.17648453929976,0.908725989363833,0,3.1709557355953,0.265721959400628,0.731130136451683,0.00314790414768955,306.313665250141,1.6768807350422,0.785588141800567,0,3.087509532027,0.0610024311633427,0.932932475848589,0.00606509298806818,566.883503059187,0.906097075265388,0.85446327976119,0,3.1709557355953,0.376341493580466,0.62208689581558,0.00157161060395258,97.2587590980181,0,0,0,0,1,0,0,97.2587590980181,0,0,0,0,1,0,0,873.197168309327,0.0439146021794145,0.0339199870291195,0,0.11836216712213,0.989180860784718,0.0108191392152828,0,7469.99999999999,0.00729567649424812,0.0213589888388606,0,0.14951010583848,0.994411977013765,0.00558802298623565,0,275,72,99,287,791,227017,0,0,0,0,4.476,1896
630,"sim_0630",66779270,20260730,"broad_lhs",,"completed","2026-08-05 02:22:50.473706 +0200","2026-08-05 02:22:52.353700 +0200",1.88,10,,,TRUE,"completed",10,0.0505869452694404,0.537353608194166,0.0109220692557448,0.255560213348136,108.637986571259,3.56260475617664,0.00576555464352808,0.244268409269021,0.0745860013681137,0.001,0.001,1,100,20000,4e+06,1500,25200,6,5,0,0,24,22,1,8,0,0,0,5.85742150493461,3.79751988926308,0.140328631505498,1.80606397406601,25.8261077094838,18.9543616873722,0.686256041774618,5.16847702862951,0,0.0263362569130572,0.246311879692933,42.3406137591509,0,0,0,0,1,0,0,7.06707804945248,0,0,0,0,1,0,0,35.2735357096985,0,0,0,0,1,0,0,27.2911847713731,0,0,0,0,1,0,0,27.2911847713731,0,0,0,0,1,0,0,42.3406137591509,0,0,0,0,1,0,0,7470,0.00108131117665935,0.00611190202780402,0,0.0655867228143043,1,0,0,66,3,6,135,622,83970,0,0,0,0,0.859,1624
631,"sim_0631",66883999,20260730,"broad_lhs",,"completed","2026-08-05 02:22:51.287199 +0200","2026-08-05 02:22:52.913113 +0200",1.626,10,,,TRUE,"completed",10,0.0526225347031739,0.486762090700642,0.0406902573121862,0.431935218150903,42.1944417442092,8.33540474677414,0.00598146895289222,0.0460259311390109,0.0932554498218299,0.001,0.001,1,100,20000,4e+06,1500,25200,5,4,0,2,14,13,0,5,0,0,0,4.98279681577361,4.40494631915676,0.0401665639055004,2.56309920626913,21.1945898245408,8.43035360554131,0.0735983217026945,5.59399578113709,0,0.0198005298346063,0.142423603269089,26.3687336584142,0,0,0,0,1,0,0,9.04948516597978,0,0,0,0,1,0,0,17.3192484924344,0,0,0,0,1,0,0,18.8849962786698,0,0,0,0,1,0,0,18.8849962786698,0,0,0,0,1,0,0,26.3687336584142,0,0,0,0,1,0,0,7470,0.00376645527642344,0.0276406703750193,0,0.395094917823772,0.981371323282453,0.0186286767175466,0,43,3,4,137,617,84529,0,0,0,0,0.686,1628
632,"sim_0632",66988728,20260730,"broad_lhs",,"completed","2026-08-05 02:22:51.305342 +0200","2026-08-05 02:22:53.034294 +0200",1.729,10,,,TRUE,"completed",10,0.692564020455165,0.209647468163258,0.0124890072697577,0.0383572096955419,66.3157758540164,0.368834115252489,0.0605753095193894,0.111230208477355,1.07218018720568,0.001,0.001,1,100,20000,4e+06,1500,25200,3,1,1,0,15,15,11,1,0,0,2,3.62693052714314,2.67166079935436,1.8371528003581,0.25255896116013,14.5014294966623,12.7974631047474,7.30627762026129,0.684323224862014,0,0.129702996383822,0.229094937963266,73.7863616461877,0,0,0,0,1,0,0,12.7435872360446,0,0,0,0,1,0,0,61.0427744101431,0,0,0,0,1,0,0,24.4251913384365,0,0,0,0,1,0,0,24.4251913384365,0,0,0,0,1,0,0,73.7863616461877,0,0,0,0,1,0,0,7470,0.000170572541597187,0.00140145218620764,0,0.0333707125192429,1,0,0,49,3,16,137,635,86995,0,0,0,0,0.756,1648
633,"sim_0633",67093457,20260730,"broad_lhs",,"completed","2026-08-05 02:22:54.145669 +0200","2026-08-05 02:23:01.273043 +0200",7.127,10,,,TRUE,"completed",10,0.641184600327602,0.571537947137237,0.14925256817293,0.305757538111005,100.277862670376,1.993853386671,0.00595908959791725,0.131320379265105,0.200649816092107,0.001,0.001,1,100,20000,4e+06,1500,25200,64,73,21,16,184,191,49,53,1,5,0,67.6378144799458,59.0939805804101,21.6214844349003,15.3914739506923,199.238579935791,197.386042672122,45.7676927445172,49.4795591832333,1.54091400716157,3.73385717368413,2.15488406716568,449.202180217096,0.00100281838795877,0.00314430536891527,0,0.047672716783338,1,0,0,103.618330534653,0.0021736897511692,0.00509389261684602,0,0.047672716783338,1,0,0,345.583849682444,0.000651749505433788,0.00212994497466675,0,0.0178772687937518,1,0,0,211.778152807768,0.000558445260563505,0.00854537198177786,0,0.131320379265105,0.995747459277161,0.00425254072283888,0,211.778152807768,0.00182643170145085,0.0279481972368428,0,0.429491878029935,0.995747459277161,0.00425254072283888,0,449.202180217096,0.00334603535044509,0.0104913881150505,0,0.159066285106216,0.999921761891782,7.82381082183293e-05,0,7470,0.00533750101937399,0.015486132924187,0,0.278365998935878,0.996495727823508,0.00350427217649117,0,657,19,51,195,765,149175,0,0,0,0,6.215,1888
